Source;Target;Weight;Type
SURVEILLANCE GUARD;PENTAGON ELEVATOR GUARD;1;Undirected
SURVEILLANCE GUARD;ARMED KITCHEN GUARD;1;Undirected
SURVEILLANCE GUARD;GENERAL NHUAN;1;Undirected
SURVEILLANCE GUARD;VIETNAMESE CAPTAIN;1;Undirected
SURVEILLANCE GUARD;GENERAL PETROV;1;Undirected
SURVEILLANCE GUARD;PEACE SUMMIT REPORTER;1;Undirected
SURVEILLANCE GUARD;NIXON AIDE;1;Undirected
SURVEILLANCE GUARD;SECRETARY OF DEFENSE;1;Undirected
SURVEILLANCE GUARD;US ARMY GENERAL;1;Undirected
SURVEILLANCE GUARD;DESK ANCHOR;1;Undirected
SURVEILLANCE GUARD;FRENCH EMERGENCY NURSE;1;Undirected
SURVEILLANCE GUARD;FRENCH TV REPORTER;1;Undirected
SURVEILLANCE GUARD;FEMALE TRAVELER;1;Undirected
SURVEILLANCE GUARD;BLUE SUIT TRAVELER;1;Undirected
SURVEILLANCE GUARD;AIRPORT BACKPACKER;1;Undirected
SURVEILLANCE GUARD;FLIGHT ATTENDANT;1;Undirected
SURVEILLANCE GUARD;WHITE HOUSE REPORTER;1;Undirected
SURVEILLANCE GUARD;WHITE HOUSE TICKET MAN;1;Undirected
SURVEILLANCE GUARD;SECRET SERVICE AGENT;1;Undirected
SURVEILLANCE GUARD;POTOMAC RIVER COP;1;Undirected
SURVEILLANCE GUARD;CHINESE TRANSLATOR";1;Undirected
PENTAGON COOK;PENTAGON ELEVATOR GUARD;1;Undirected
PENTAGON COOK;ARMED KITCHEN GUARD;1;Undirected
PENTAGON COOK;GENERAL NHUAN;1;Undirected
PENTAGON COOK;VIETNAMESE CAPTAIN;1;Undirected
PENTAGON COOK;GENERAL PETROV;1;Undirected
PENTAGON COOK;PEACE SUMMIT REPORTER;1;Undirected
PENTAGON COOK;NIXON AIDE;1;Undirected
PENTAGON COOK;SECRETARY OF DEFENSE;1;Undirected
PENTAGON COOK;US ARMY GENERAL;1;Undirected
PENTAGON COOK;DESK ANCHOR;1;Undirected
PENTAGON COOK;FRENCH EMERGENCY NURSE;1;Undirected
PENTAGON COOK;FRENCH TV REPORTER;1;Undirected
PENTAGON COOK;FEMALE TRAVELER;1;Undirected
PENTAGON COOK;BLUE SUIT TRAVELER;1;Undirected
PENTAGON COOK;AIRPORT BACKPACKER;1;Undirected
PENTAGON COOK;FLIGHT ATTENDANT;1;Undirected
PENTAGON COOK;WHITE HOUSE REPORTER;1;Undirected
PENTAGON COOK;WHITE HOUSE TICKET MAN;1;Undirected
PENTAGON COOK;SECRET SERVICE AGENT;1;Undirected
PENTAGON COOK;POTOMAC RIVER COP;1;Undirected
PENTAGON COOK;CHINESE TRANSLATOR";1;Undirected
PENTAGON ELEVATOR GUARD;ARMED KITCHEN GUARD;1;Undirected
PENTAGON ELEVATOR GUARD;GENERAL NHUAN;1;Undirected
PENTAGON ELEVATOR GUARD;VIETNAMESE CAPTAIN;1;Undirected
PENTAGON ELEVATOR GUARD;GENERAL PETROV;1;Undirected
PENTAGON ELEVATOR GUARD;PEACE SUMMIT REPORTER;1;Undirected
PENTAGON ELEVATOR GUARD;NIXON AIDE;1;Undirected
PENTAGON ELEVATOR GUARD;SECRETARY OF DEFENSE;1;Undirected
PENTAGON ELEVATOR GUARD;US ARMY GENERAL;1;Undirected
PENTAGON ELEVATOR GUARD;DESK ANCHOR;1;Undirected
PENTAGON ELEVATOR GUARD;FRENCH EMERGENCY NURSE;1;Undirected
PENTAGON ELEVATOR GUARD;FRENCH TV REPORTER;1;Undirected
PENTAGON ELEVATOR GUARD;FEMALE TRAVELER;1;Undirected
PENTAGON ELEVATOR GUARD;BLUE SUIT TRAVELER;1;Undirected
PENTAGON ELEVATOR GUARD;AIRPORT BACKPACKER;1;Undirected
PENTAGON ELEVATOR GUARD;FLIGHT ATTENDANT;1;Undirected
PENTAGON ELEVATOR GUARD;WHITE HOUSE REPORTER;1;Undirected
PENTAGON ELEVATOR GUARD;WHITE HOUSE TICKET MAN;1;Undirected
PENTAGON ELEVATOR GUARD;SECRET SERVICE AGENT;1;Undirected
PENTAGON ELEVATOR GUARD;POTOMAC RIVER COP;1;Undirected
PENTAGON ELEVATOR GUARD;CHINESE TRANSLATOR";1;Undirected
ARMED KITCHEN GUARD;GENERAL NHUAN;1;Undirected
ARMED KITCHEN GUARD;VIETNAMESE CAPTAIN;1;Undirected
ARMED KITCHEN GUARD;GENERAL PETROV;1;Undirected
ARMED KITCHEN GUARD;PEACE SUMMIT REPORTER;1;Undirected
ARMED KITCHEN GUARD;NIXON AIDE;1;Undirected
ARMED KITCHEN GUARD;SECRETARY OF DEFENSE;1;Undirected
ARMED KITCHEN GUARD;US ARMY GENERAL;1;Undirected
ARMED KITCHEN GUARD;DESK ANCHOR;1;Undirected
ARMED KITCHEN GUARD;FRENCH EMERGENCY NURSE;1;Undirected
ARMED KITCHEN GUARD;FRENCH TV REPORTER;1;Undirected
ARMED KITCHEN GUARD;FEMALE TRAVELER;1;Undirected
ARMED KITCHEN GUARD;BLUE SUIT TRAVELER;1;Undirected
ARMED KITCHEN GUARD;AIRPORT BACKPACKER;1;Undirected
ARMED KITCHEN GUARD;FLIGHT ATTENDANT;1;Undirected
ARMED KITCHEN GUARD;WHITE HOUSE REPORTER;1;Undirected
ARMED KITCHEN GUARD;WHITE HOUSE TICKET MAN;1;Undirected
ARMED KITCHEN GUARD;SECRET SERVICE AGENT;1;Undirected
ARMED KITCHEN GUARD;POTOMAC RIVER COP;1;Undirected
ARMED KITCHEN GUARD;CHINESE TRANSLATOR";1;Undirected
GENERAL NHUAN;VIETNAMESE CAPTAIN;1;Undirected
GENERAL NHUAN;GENERAL PETROV;1;Undirected
GENERAL NHUAN;PEACE SUMMIT REPORTER;1;Undirected
GENERAL NHUAN;NIXON AIDE;1;Undirected
GENERAL NHUAN;SECRETARY OF DEFENSE;1;Undirected
GENERAL NHUAN;US ARMY GENERAL;1;Undirected
GENERAL NHUAN;DESK ANCHOR;1;Undirected
GENERAL NHUAN;FRENCH EMERGENCY NURSE;1;Undirected
GENERAL NHUAN;FRENCH TV REPORTER;1;Undirected
GENERAL NHUAN;FEMALE TRAVELER;1;Undirected
GENERAL NHUAN;BLUE SUIT TRAVELER;1;Undirected
GENERAL NHUAN;AIRPORT BACKPACKER;1;Undirected
GENERAL NHUAN;FLIGHT ATTENDANT;1;Undirected
GENERAL NHUAN;WHITE HOUSE REPORTER;1;Undirected
GENERAL NHUAN;WHITE HOUSE TICKET MAN;1;Undirected
GENERAL NHUAN;SECRET SERVICE AGENT;1;Undirected
GENERAL NHUAN;POTOMAC RIVER COP;1;Undirected
GENERAL NHUAN;CHINESE TRANSLATOR";1;Undirected
VIETNAMESE CAPTAIN;GENERAL PETROV;1;Undirected
VIETNAMESE CAPTAIN;PEACE SUMMIT REPORTER;1;Undirected
VIETNAMESE CAPTAIN;NIXON AIDE;1;Undirected
VIETNAMESE CAPTAIN;SECRETARY OF DEFENSE;1;Undirected
VIETNAMESE CAPTAIN;US ARMY GENERAL;1;Undirected
VIETNAMESE CAPTAIN;DESK ANCHOR;1;Undirected
VIETNAMESE CAPTAIN;FRENCH EMERGENCY NURSE;1;Undirected
VIETNAMESE CAPTAIN;FRENCH TV REPORTER;1;Undirected
VIETNAMESE CAPTAIN;FEMALE TRAVELER;1;Undirected
VIETNAMESE CAPTAIN;BLUE SUIT TRAVELER;1;Undirected
VIETNAMESE CAPTAIN;AIRPORT BACKPACKER;1;Undirected
VIETNAMESE CAPTAIN;FLIGHT ATTENDANT;1;Undirected
VIETNAMESE CAPTAIN;WHITE HOUSE REPORTER;1;Undirected
VIETNAMESE CAPTAIN;WHITE HOUSE TICKET MAN;1;Undirected
VIETNAMESE CAPTAIN;SECRET SERVICE AGENT;1;Undirected
VIETNAMESE CAPTAIN;POTOMAC RIVER COP;1;Undirected
VIETNAMESE CAPTAIN;CHINESE TRANSLATOR";1;Undirected
GENERAL PETROV;PEACE SUMMIT REPORTER;1;Undirected
GENERAL PETROV;NIXON AIDE;1;Undirected
GENERAL PETROV;SECRETARY OF DEFENSE;1;Undirected
GENERAL PETROV;US ARMY GENERAL;1;Undirected
GENERAL PETROV;DESK ANCHOR;1;Undirected
GENERAL PETROV;FRENCH EMERGENCY NURSE;1;Undirected
GENERAL PETROV;FRENCH TV REPORTER;1;Undirected
GENERAL PETROV;FEMALE TRAVELER;1;Undirected
GENERAL PETROV;BLUE SUIT TRAVELER;1;Undirected
GENERAL PETROV;AIRPORT BACKPACKER;1;Undirected
GENERAL PETROV;FLIGHT ATTENDANT;1;Undirected
GENERAL PETROV;WHITE HOUSE REPORTER;1;Undirected
GENERAL PETROV;WHITE HOUSE TICKET MAN;1;Undirected
GENERAL PETROV;SECRET SERVICE AGENT;1;Undirected
GENERAL PETROV;POTOMAC RIVER COP;1;Undirected
GENERAL PETROV;CHINESE TRANSLATOR";1;Undirected
PEACE SUMMIT REPORTER;NIXON AIDE;1;Undirected
PEACE SUMMIT REPORTER;SECRETARY OF DEFENSE;1;Undirected
PEACE SUMMIT REPORTER;US ARMY GENERAL;1;Undirected
PEACE SUMMIT REPORTER;DESK ANCHOR;1;Undirected
PEACE SUMMIT REPORTER;FRENCH EMERGENCY NURSE;1;Undirected
PEACE SUMMIT REPORTER;FRENCH TV REPORTER;1;Undirected
PEACE SUMMIT REPORTER;FEMALE TRAVELER;1;Undirected
PEACE SUMMIT REPORTER;BLUE SUIT TRAVELER;1;Undirected
PEACE SUMMIT REPORTER;AIRPORT BACKPACKER;1;Undirected
PEACE SUMMIT REPORTER;FLIGHT ATTENDANT;1;Undirected
PEACE SUMMIT REPORTER;WHITE HOUSE REPORTER;1;Undirected
PEACE SUMMIT REPORTER;WHITE HOUSE TICKET MAN;1;Undirected
PEACE SUMMIT REPORTER;SECRET SERVICE AGENT;1;Undirected
PEACE SUMMIT REPORTER;POTOMAC RIVER COP;1;Undirected
PEACE SUMMIT REPORTER;CHINESE TRANSLATOR";1;Undirected
NIXON AIDE;SECRETARY OF DEFENSE;1;Undirected
NIXON AIDE;US ARMY GENERAL;1;Undirected
NIXON AIDE;DESK ANCHOR;1;Undirected
NIXON AIDE;FRENCH EMERGENCY NURSE;1;Undirected
NIXON AIDE;FRENCH TV REPORTER;1;Undirected
NIXON AIDE;FEMALE TRAVELER;1;Undirected
NIXON AIDE;BLUE SUIT TRAVELER;1;Undirected
NIXON AIDE;AIRPORT BACKPACKER;1;Undirected
NIXON AIDE;FLIGHT ATTENDANT;1;Undirected
NIXON AIDE;WHITE HOUSE REPORTER;1;Undirected
NIXON AIDE;WHITE HOUSE TICKET MAN;1;Undirected
NIXON AIDE;SECRET SERVICE AGENT;1;Undirected
NIXON AIDE;POTOMAC RIVER COP;1;Undirected
NIXON AIDE;CHINESE TRANSLATOR";1;Undirected
SECRETARY OF DEFENSE;US ARMY GENERAL;1;Undirected
SECRETARY OF DEFENSE;DESK ANCHOR;1;Undirected
SECRETARY OF DEFENSE;FRENCH EMERGENCY NURSE;1;Undirected
SECRETARY OF DEFENSE;FRENCH TV REPORTER;1;Undirected
SECRETARY OF DEFENSE;FEMALE TRAVELER;1;Undirected
SECRETARY OF DEFENSE;BLUE SUIT TRAVELER;1;Undirected
SECRETARY OF DEFENSE;AIRPORT BACKPACKER;1;Undirected
SECRETARY OF DEFENSE;FLIGHT ATTENDANT;1;Undirected
SECRETARY OF DEFENSE;WHITE HOUSE REPORTER;1;Undirected
SECRETARY OF DEFENSE;WHITE HOUSE TICKET MAN;1;Undirected
SECRETARY OF DEFENSE;SECRET SERVICE AGENT;1;Undirected
SECRETARY OF DEFENSE;POTOMAC RIVER COP;1;Undirected
SECRETARY OF DEFENSE;CHINESE TRANSLATOR";1;Undirected
US ARMY GENERAL;DESK ANCHOR;1;Undirected
US ARMY GENERAL;FRENCH EMERGENCY NURSE;1;Undirected
US ARMY GENERAL;FRENCH TV REPORTER;1;Undirected
US ARMY GENERAL;FEMALE TRAVELER;1;Undirected
US ARMY GENERAL;BLUE SUIT TRAVELER;1;Undirected
US ARMY GENERAL;AIRPORT BACKPACKER;1;Undirected
US ARMY GENERAL;FLIGHT ATTENDANT;1;Undirected
US ARMY GENERAL;WHITE HOUSE REPORTER;1;Undirected
US ARMY GENERAL;WHITE HOUSE TICKET MAN;1;Undirected
US ARMY GENERAL;SECRET SERVICE AGENT;1;Undirected
US ARMY GENERAL;POTOMAC RIVER COP;1;Undirected
US ARMY GENERAL;CHINESE TRANSLATOR";1;Undirected
DESK ANCHOR;FRENCH EMERGENCY NURSE;1;Undirected
DESK ANCHOR;FRENCH TV REPORTER;1;Undirected
DESK ANCHOR;FEMALE TRAVELER;1;Undirected
DESK ANCHOR;BLUE SUIT TRAVELER;1;Undirected
DESK ANCHOR;AIRPORT BACKPACKER;1;Undirected
DESK ANCHOR;FLIGHT ATTENDANT;1;Undirected
DESK ANCHOR;WHITE HOUSE REPORTER;1;Undirected
DESK ANCHOR;WHITE HOUSE TICKET MAN;1;Undirected
DESK ANCHOR;SECRET SERVICE AGENT;1;Undirected
DESK ANCHOR;POTOMAC RIVER COP;1;Undirected
DESK ANCHOR;CHINESE TRANSLATOR";1;Undirected
FRENCH EMERGENCY NURSE;FRENCH TV REPORTER;1;Undirected
FRENCH EMERGENCY NURSE;FEMALE TRAVELER;1;Undirected
FRENCH EMERGENCY NURSE;BLUE SUIT TRAVELER;1;Undirected
FRENCH EMERGENCY NURSE;AIRPORT BACKPACKER;1;Undirected
FRENCH EMERGENCY NURSE;FLIGHT ATTENDANT;1;Undirected
FRENCH EMERGENCY NURSE;WHITE HOUSE REPORTER;1;Undirected
FRENCH EMERGENCY NURSE;WHITE HOUSE TICKET MAN;1;Undirected
FRENCH EMERGENCY NURSE;SECRET SERVICE AGENT;1;Undirected
FRENCH EMERGENCY NURSE;POTOMAC RIVER COP;1;Undirected
FRENCH EMERGENCY NURSE;CHINESE TRANSLATOR";1;Undirected
FRENCH TV REPORTER;FEMALE TRAVELER;1;Undirected
FRENCH TV REPORTER;BLUE SUIT TRAVELER;1;Undirected
FRENCH TV REPORTER;AIRPORT BACKPACKER;1;Undirected
FRENCH TV REPORTER;FLIGHT ATTENDANT;1;Undirected
FRENCH TV REPORTER;WHITE HOUSE REPORTER;1;Undirected
FRENCH TV REPORTER;WHITE HOUSE TICKET MAN;1;Undirected
FRENCH TV REPORTER;SECRET SERVICE AGENT;1;Undirected
FRENCH TV REPORTER;POTOMAC RIVER COP;1;Undirected
FRENCH TV REPORTER;CHINESE TRANSLATOR";1;Undirected
FEMALE TRAVELER;BLUE SUIT TRAVELER;1;Undirected
FEMALE TRAVELER;AIRPORT BACKPACKER;1;Undirected
FEMALE TRAVELER;FLIGHT ATTENDANT;1;Undirected
FEMALE TRAVELER;WHITE HOUSE REPORTER;1;Undirected
FEMALE TRAVELER;WHITE HOUSE TICKET MAN;1;Undirected
FEMALE TRAVELER;SECRET SERVICE AGENT;1;Undirected
FEMALE TRAVELER;POTOMAC RIVER COP;1;Undirected
FEMALE TRAVELER;CHINESE TRANSLATOR";1;Undirected
BLUE SUIT TRAVELER;AIRPORT BACKPACKER;1;Undirected
BLUE SUIT TRAVELER;FLIGHT ATTENDANT;1;Undirected
BLUE SUIT TRAVELER;WHITE HOUSE REPORTER;1;Undirected
BLUE SUIT TRAVELER;WHITE HOUSE TICKET MAN;1;Undirected
BLUE SUIT TRAVELER;SECRET SERVICE AGENT;1;Undirected
BLUE SUIT TRAVELER;POTOMAC RIVER COP;1;Undirected
BLUE SUIT TRAVELER;CHINESE TRANSLATOR";1;Undirected
AIRPORT BACKPACKER;FLIGHT ATTENDANT;1;Undirected
AIRPORT BACKPACKER;WHITE HOUSE REPORTER;1;Undirected
AIRPORT BACKPACKER;WHITE HOUSE TICKET MAN;1;Undirected
AIRPORT BACKPACKER;SECRET SERVICE AGENT;1;Undirected
AIRPORT BACKPACKER;POTOMAC RIVER COP;1;Undirected
AIRPORT BACKPACKER;CHINESE TRANSLATOR";1;Undirected
FLIGHT ATTENDANT;WHITE HOUSE REPORTER;1;Undirected
FLIGHT ATTENDANT;WHITE HOUSE TICKET MAN;1;Undirected
FLIGHT ATTENDANT;SECRET SERVICE AGENT;1;Undirected
FLIGHT ATTENDANT;POTOMAC RIVER COP;1;Undirected
FLIGHT ATTENDANT;CHINESE TRANSLATOR";1;Undirected
WHITE HOUSE REPORTER;WHITE HOUSE TICKET MAN;1;Undirected
WHITE HOUSE REPORTER;SECRET SERVICE AGENT;1;Undirected
WHITE HOUSE REPORTER;POTOMAC RIVER COP;1;Undirected
WHITE HOUSE REPORTER;CHINESE TRANSLATOR";1;Undirected
WHITE HOUSE TICKET MAN;SECRET SERVICE AGENT;1;Undirected
WHITE HOUSE TICKET MAN;POTOMAC RIVER COP;1;Undirected
WHITE HOUSE TICKET MAN;CHINESE TRANSLATOR";1;Undirected
SECRET SERVICE AGENT;POTOMAC RIVER COP;1;Undirected
SECRET SERVICE AGENT;CHINESE TRANSLATOR";1;Undirected
POTOMAC RIVER COP;CHINESE TRANSLATOR";1;Undirected
PROFESSOR CHARLES XAVIER;ERIK LEHNSHERR / MAGNETO;1;Undirected
PROFESSOR CHARLES XAVIER;RAVEN DARKHOLME / MYSTIQUE;1;Undirected
PROFESSOR CHARLES XAVIER;HANK MCCOY / BEAST;1;Undirected
PROFESSOR CHARLES XAVIER;EN SABAH NUR / APOCALYPSE;1;Undirected
PROFESSOR CHARLES XAVIER;MOIRA MACTAGGERT;1;Undirected
PROFESSOR CHARLES XAVIER;PIETRO MAXIMOFF / QUICKSILVER;1;Undirected
PROFESSOR CHARLES XAVIER;COL. WILLIAM STRYKER;1;Undirected
PROFESSOR CHARLES XAVIER;JEAN GREY / PHOENIX;1;Undirected
PROFESSOR CHARLES XAVIER;SCOTT SUMMERS / CYCLOPS;1;Undirected
PROFESSOR CHARLES XAVIER;ALEX SUMMERS / HAVOK;1;Undirected
PROFESSOR CHARLES XAVIER;KURT WAGNER / NIGHTCRAWLER;1;Undirected
PROFESSOR CHARLES XAVIER;WARREN WORTHINGTON III / ANGEL;1;Undirected
PROFESSOR CHARLES XAVIER;ORORO MUNROE / STORM;1;Undirected
PROFESSOR CHARLES XAVIER;JUBILATION LEE / JUBILEE;1;Undirected
PROFESSOR CHARLES XAVIER;ELIZABETH 'BETSY' BRADDOCK / PSYLOCKE;1;Undirected
PROFESSOR CHARLES XAVIER;HORSEMAN - PESTILENCE;1;Undirected
PROFESSOR CHARLES XAVIER;HORSEMAN - FAMINE;1;Undirected
PROFESSOR CHARLES XAVIER;HORSEMAN - DEATH;1;Undirected
PROFESSOR CHARLES XAVIER;HORSEMAN - WAR;1;Undirected
PROFESSOR CHARLES XAVIER;LEAD CONSPIRACY GUARD;1;Undirected
PROFESSOR CHARLES XAVIER;CONSPIRATOR GUARD;1;Undirected
PROFESSOR CHARLES XAVIER;HIGH PRIEST;1;Undirected
PROFESSOR CHARLES XAVIER;OLD APOCALYPSE;1;Undirected
PROFESSOR CHARLES XAVIER;SCOTT'S TEACHER;1;Undirected
PROFESSOR CHARLES XAVIER;SCHOOL JOCK;1;Undirected
PROFESSOR CHARLES XAVIER;SCHOOL CHEERLEADER;1;Undirected
PROFESSOR CHARLES XAVIER;FIGHT ANNOUNCER;1;Undirected
PROFESSOR CHARLES XAVIER;DEFEATED ""BLOB"";1;Undirected
PROFESSOR CHARLES XAVIER;ELECTRIC PANEL GUARD;1;Undirected
PROFESSOR CHARLES XAVIER;MR. SUMMERS;1;Undirected
PROFESSOR CHARLES XAVIER;MRS. SUMMERS;1;Undirected
PROFESSOR CHARLES XAVIER;FALAFEL SHOP OWNER;1;Undirected
PROFESSOR CHARLES XAVIER;CLAN AKKABA LEADER;1;Undirected
PROFESSOR CHARLES XAVIER;CLAN AKKABA DISCIPLE;1;Undirected
PROFESSOR CHARLES XAVIER;MAGDA;1;Undirected
PROFESSOR CHARLES XAVIER;NINA;1;Undirected
PROFESSOR CHARLES XAVIER;CAIRO SHOE SHOP VENDOR;1;Undirected
PROFESSOR CHARLES XAVIER;MILOSZ;1;Undirected
PROFESSOR CHARLES XAVIER;POLISH WORKER;1;Undirected
PROFESSOR CHARLES XAVIER;LEAD POLISH INSPECTOR;1;Undirected
PROFESSOR CHARLES XAVIER;JAKOB;1;Undirected
PROFESSOR CHARLES XAVIER;POLISH POLICE ARCHER;1;Undirected
PROFESSOR CHARLES XAVIER;THREATENING CAIRO VENDOR;1;Undirected
PROFESSOR CHARLES XAVIER;EGYPTIAN STREET VENDOR;1;Undirected
PROFESSOR CHARLES XAVIER;CALIBAN;1;Undirected
PROFESSOR CHARLES XAVIER;CNN REPORTER;1;Undirected
PROFESSOR CHARLES XAVIER;MS. MAXIMOFF;1;Undirected
PROFESSOR CHARLES XAVIER;NEWS ANCHOR;1;Undirected
PROFESSOR CHARLES XAVIER;HIMSELF;1;Undirected
PROFESSOR CHARLES XAVIER;HERSELF;1;Undirected
PROFESSOR CHARLES XAVIER;PENTAGON GENERAL HASTINGS;1;Undirected
PROFESSOR CHARLES XAVIER;PENTAGON GENERAL RADFORD;1;Undirected
PROFESSOR CHARLES XAVIER;PENTAGON GENERAL FIELDS;1;Undirected
PROFESSOR CHARLES XAVIER;DEFENSE SECRETARY WEISBERG;1;Undirected
PROFESSOR CHARLES XAVIER;MILITARY OFFICIAL BROWN;1;Undirected
PROFESSOR CHARLES XAVIER;MILITARY SUBMARINE OFFICIAL;1;Undirected
PROFESSOR CHARLES XAVIER;AIR FORCE OFFICIAL;1;Undirected
PROFESSOR CHARLES XAVIER;FOYER STUDENT;1;Undirected
PROFESSOR CHARLES XAVIER;FISH BOWL GIRL;1;Undirected
PROFESSOR CHARLES XAVIER;KISSING GIRL;1;Undirected
PROFESSOR CHARLES XAVIER;KISSING GUY;1;Undirected
PROFESSOR CHARLES XAVIER;COMPUTER GUY;1;Undirected
PROFESSOR CHARLES XAVIER;DARTS GUY;1;Undirected
PROFESSOR CHARLES XAVIER;TAB GIRL;1;Undirected
PROFESSOR CHARLES XAVIER;PIZZA DOG;1;Undirected
PROFESSOR CHARLES XAVIER;STUDENT IN DRAPES;1;Undirected
PROFESSOR CHARLES XAVIER;TABLE SURFING STUDENT;1;Undirected
PROFESSOR CHARLES XAVIER;ALKALI SOLDIER;1;Undirected
PROFESSOR CHARLES XAVIER;ALKALI GUARD;1;Undirected
PROFESSOR CHARLES XAVIER;ALKALI COMMUNICATIONS OFFICER;1;Undirected
PROFESSOR CHARLES XAVIER;CONFUSED TECH;1;Undirected
PROFESSOR CHARLES XAVIER;KENYAN TEACHER;1;Undirected
PROFESSOR CHARLES XAVIER;PENTAGON SCIENTIST;1;Undirected
PROFESSOR CHARLES XAVIER;FISHING BOAT CAPTAIN;1;Undirected
PROFESSOR CHARLES XAVIER;FINSHERMAN;1;Undirected
PROFESSOR CHARLES XAVIER;HARBOR MASTER;1;Undirected
PROFESSOR CHARLES XAVIER;HARBOR EMPLOYEE;1;Undirected
PROFESSOR CHARLES XAVIER;RUSSIAN SUBMARINE SAILORS;1;Undirected
PROFESSOR CHARLES XAVIER;RUSSIAN SUBMARINE SAILOR;1;Undirected
PROFESSOR CHARLES XAVIER;US WEAPONS TECHNICIAN;1;Undirected
PROFESSOR CHARLES XAVIER;MYSTERY MAN";1;Undirected
ERIK LEHNSHERR / MAGNETO;EN SABAH NUR / APOCALYPSE;1;Undirected
ERIK LEHNSHERR / MAGNETO;PIETRO MAXIMOFF / QUICKSILVER;1;Undirected
ERIK LEHNSHERR / MAGNETO;COL. WILLIAM STRYKER;1;Undirected
ERIK LEHNSHERR / MAGNETO;SCOTT SUMMERS / CYCLOPS;1;Undirected
ERIK LEHNSHERR / MAGNETO;KURT WAGNER / NIGHTCRAWLER;1;Undirected
ERIK LEHNSHERR / MAGNETO;WARREN WORTHINGTON III / ANGEL;1;Undirected
ERIK LEHNSHERR / MAGNETO;ORORO MUNROE / STORM;1;Undirected
ERIK LEHNSHERR / MAGNETO;JUBILATION LEE / JUBILEE;1;Undirected
ERIK LEHNSHERR / MAGNETO;ELIZABETH 'BETSY' BRADDOCK / PSYLOCKE;1;Undirected
ERIK LEHNSHERR / MAGNETO;HORSEMAN - PESTILENCE;1;Undirected
ERIK LEHNSHERR / MAGNETO;HORSEMAN - FAMINE;1;Undirected
ERIK LEHNSHERR / MAGNETO;HORSEMAN - DEATH;1;Undirected
ERIK LEHNSHERR / MAGNETO;HORSEMAN - WAR;1;Undirected
ERIK LEHNSHERR / MAGNETO;LEAD CONSPIRACY GUARD;1;Undirected
ERIK LEHNSHERR / MAGNETO;CONSPIRATOR GUARD;1;Undirected
ERIK LEHNSHERR / MAGNETO;HIGH PRIEST;1;Undirected
ERIK LEHNSHERR / MAGNETO;OLD APOCALYPSE;1;Undirected
ERIK LEHNSHERR / MAGNETO;SCOTT'S TEACHER;1;Undirected
ERIK LEHNSHERR / MAGNETO;SCHOOL JOCK;1;Undirected
ERIK LEHNSHERR / MAGNETO;SCHOOL CHEERLEADER;1;Undirected
ERIK LEHNSHERR / MAGNETO;FIGHT ANNOUNCER;1;Undirected
ERIK LEHNSHERR / MAGNETO;DEFEATED ""BLOB"";1;Undirected
ERIK LEHNSHERR / MAGNETO;ELECTRIC PANEL GUARD;1;Undirected
ERIK LEHNSHERR / MAGNETO;MR. SUMMERS;1;Undirected
ERIK LEHNSHERR / MAGNETO;MRS. SUMMERS;1;Undirected
ERIK LEHNSHERR / MAGNETO;FALAFEL SHOP OWNER;1;Undirected
ERIK LEHNSHERR / MAGNETO;CLAN AKKABA LEADER;1;Undirected
ERIK LEHNSHERR / MAGNETO;CLAN AKKABA DISCIPLE;1;Undirected
ERIK LEHNSHERR / MAGNETO;MAGDA;1;Undirected
ERIK LEHNSHERR / MAGNETO;NINA;1;Undirected
ERIK LEHNSHERR / MAGNETO;CAIRO SHOE SHOP VENDOR;1;Undirected
ERIK LEHNSHERR / MAGNETO;MILOSZ;1;Undirected
ERIK LEHNSHERR / MAGNETO;POLISH WORKER;1;Undirected
ERIK LEHNSHERR / MAGNETO;LEAD POLISH INSPECTOR;1;Undirected
ERIK LEHNSHERR / MAGNETO;JAKOB;1;Undirected
ERIK LEHNSHERR / MAGNETO;POLISH POLICE ARCHER;1;Undirected
ERIK LEHNSHERR / MAGNETO;THREATENING CAIRO VENDOR;1;Undirected
ERIK LEHNSHERR / MAGNETO;EGYPTIAN STREET VENDOR;1;Undirected
ERIK LEHNSHERR / MAGNETO;CALIBAN;1;Undirected
ERIK LEHNSHERR / MAGNETO;CNN REPORTER;1;Undirected
ERIK LEHNSHERR / MAGNETO;MS. MAXIMOFF;1;Undirected
ERIK LEHNSHERR / MAGNETO;NEWS ANCHOR;1;Undirected
ERIK LEHNSHERR / MAGNETO;HIMSELF;1;Undirected
ERIK LEHNSHERR / MAGNETO;HERSELF;1;Undirected
ERIK LEHNSHERR / MAGNETO;PENTAGON GENERAL HASTINGS;1;Undirected
ERIK LEHNSHERR / MAGNETO;PENTAGON GENERAL RADFORD;1;Undirected
ERIK LEHNSHERR / MAGNETO;PENTAGON GENERAL FIELDS;1;Undirected
ERIK LEHNSHERR / MAGNETO;DEFENSE SECRETARY WEISBERG;1;Undirected
ERIK LEHNSHERR / MAGNETO;MILITARY OFFICIAL BROWN;1;Undirected
ERIK LEHNSHERR / MAGNETO;MILITARY SUBMARINE OFFICIAL;1;Undirected
ERIK LEHNSHERR / MAGNETO;AIR FORCE OFFICIAL;1;Undirected
ERIK LEHNSHERR / MAGNETO;FOYER STUDENT;1;Undirected
ERIK LEHNSHERR / MAGNETO;FISH BOWL GIRL;1;Undirected
