Source;Target;Weight;Type
GWEN STACY;YOUNG PETER PARKER;1;Undirected
GWEN STACY;FELICIA HARDY;1;Undirected
GWEN STACY;DR. ASHLEY KAFKA;1;Undirected
GWEN STACY;NORMAN OSBORN;1;Undirected
GWEN STACY;ALLISTAR SMYTHE;1;Undirected
GWEN STACY;GRADUATION GUEST;1;Undirected
GWEN STACY;GUSTAV FIERS / THE GENTLEMAN;1;Undirected
GWEN STACY;WOMAN IN STATUE OF LIBERTY COSTUME;1;Undirected
GWEN STACY;DR. JALLINGS - SCIENCE INVESTIGATOR;1;Undirected
GWEN STACY;MAN IN BLACK SUIT;1;Undirected
GWEN STACY;KARI;1;Undirected
GWEN STACY;AGENT BERKLEY;1;Undirected
GWEN STACY;SWAT TEAM LEADER;1;Undirected
GWEN STACY;JORGE;1;Undirected
GWEN STACY;G-5 CO-PILOT;1;Undirected
GWEN STACY;GWEN'S CABBIE;1;Undirected
GWEN STACY;BRITISH DESK ATTENDANT;1;Undirected
GWEN STACY;PRINCIPAL CONWAY;1;Undirected
GWEN STACY;TIMES SQUARE COP;1;Undirected
GWEN STACY;LEAD OFFICER;1;Undirected
GWEN STACY;POLICE CAPTAIN;1;Undirected
GWEN STACY;BODEGA CASHIER;1;Undirected
GWEN STACY;ROBBER;1;Undirected
GWEN STACY;AIR TRAFFIC CONTROLLER;1;Undirected
GWEN STACY;DISPATCHER;1;Undirected
GWEN STACY;OSBORN BUTLER;1;Undirected
GWEN STACY;PILOT;1;Undirected
GWEN STACY;JORGE'S MOTHER;1;Undirected
GWEN STACY;NY1 NEWS ANCHOR;1;Undirected
GWEN STACY;NY1 REPORTER;1;Undirected
GWEN STACY;CHINESE GRANDPA;1;Undirected
GWEN STACY;ARMED ROBBER;1;Undirected
GWEN STACY;RAVENCROFT GUARD;1;Undirected
GWEN STACY;BULLY;1;Undirected
GWEN STACY;DOCTOR;1;Undirected
GWEN STACY;OSCORP DEPARTMENT HEAD;1;Undirected
GWEN STACY;TIMES SQUARE BYSTANDER;1;Undirected
GWEN STACY;CORPORATE LAWYER;1;Undirected
MAX DILLON / ELECTRO;HARRY OSBORN / GREEN GOBLIN;1;Undirected
MAX DILLON / ELECTRO;RICHARD PARKER;1;Undirected
MAX DILLON / ELECTRO;MARY PARKER;1;Undirected
MAX DILLON / ELECTRO;DONALD MENKEN;1;Undirected
MAX DILLON / ELECTRO;AUNT MAY;1;Undirected
MAX DILLON / ELECTRO;YOUNG PETER PARKER;1;Undirected
MAX DILLON / ELECTRO;FELICIA HARDY;1;Undirected
MAX DILLON / ELECTRO;DR. ASHLEY KAFKA;1;Undirected
MAX DILLON / ELECTRO;NORMAN OSBORN;1;Undirected
MAX DILLON / ELECTRO;ALLISTAR SMYTHE;1;Undirected
MAX DILLON / ELECTRO;CAPTAIN STACY;1;Undirected
MAX DILLON / ELECTRO;HELEN STACY;1;Undirected
MAX DILLON / ELECTRO;PHILIP STACY;1;Undirected
MAX DILLON / ELECTRO;HOWARD STACY;1;Undirected
MAX DILLON / ELECTRO;SIMON STACY;1;Undirected
MAX DILLON / ELECTRO;GRADUATION GUEST;1;Undirected
MAX DILLON / ELECTRO;GUSTAV FIERS / THE GENTLEMAN;1;Undirected
MAX DILLON / ELECTRO;WOMAN IN STATUE OF LIBERTY COSTUME;1;Undirected
MAX DILLON / ELECTRO;DR. JALLINGS - SCIENCE INVESTIGATOR;1;Undirected
MAX DILLON / ELECTRO;MAN IN BLACK SUIT;1;Undirected
MAX DILLON / ELECTRO;KARI;1;Undirected
MAX DILLON / ELECTRO;AGENT BERKLEY;1;Undirected
MAX DILLON / ELECTRO;UNCLE BEN;1;Undirected
MAX DILLON / ELECTRO;SWAT TEAM LEADER;1;Undirected
MAX DILLON / ELECTRO;JORGE;1;Undirected
MAX DILLON / ELECTRO;G-5 CO-PILOT;1;Undirected
MAX DILLON / ELECTRO;GWEN'S CABBIE;1;Undirected
MAX DILLON / ELECTRO;BRITISH DESK ATTENDANT;1;Undirected
MAX DILLON / ELECTRO;PRINCIPAL CONWAY;1;Undirected
MAX DILLON / ELECTRO;TIMES SQUARE COP;1;Undirected
MAX DILLON / ELECTRO;LEAD OFFICER;1;Undirected
MAX DILLON / ELECTRO;POLICE CAPTAIN;1;Undirected
MAX DILLON / ELECTRO;BODEGA CASHIER;1;Undirected
MAX DILLON / ELECTRO;ROBBER;1;Undirected
MAX DILLON / ELECTRO;AIR TRAFFIC CONTROLLER;1;Undirected
MAX DILLON / ELECTRO;DISPATCHER;1;Undirected
MAX DILLON / ELECTRO;OSBORN BUTLER;1;Undirected
MAX DILLON / ELECTRO;PILOT;1;Undirected
MAX DILLON / ELECTRO;JORGE'S MOTHER;1;Undirected
MAX DILLON / ELECTRO;NY1 NEWS ANCHOR;1;Undirected
MAX DILLON / ELECTRO;NY1 REPORTER;1;Undirected
MAX DILLON / ELECTRO;CHINESE GRANDPA;1;Undirected
MAX DILLON / ELECTRO;ARMED ROBBER;1;Undirected
MAX DILLON / ELECTRO;RAVENCROFT GUARD;1;Undirected
MAX DILLON / ELECTRO;BULLY;1;Undirected
MAX DILLON / ELECTRO;DOCTOR;1;Undirected
MAX DILLON / ELECTRO;OSCORP DEPARTMENT HEAD;1;Undirected
MAX DILLON / ELECTRO;TIMES SQUARE BYSTANDER;1;Undirected
MAX DILLON / ELECTRO;CORPORATE LAWYER;1;Undirected
HARRY OSBORN / GREEN GOBLIN;RICHARD PARKER;1;Undirected
HARRY OSBORN / GREEN GOBLIN;MARY PARKER;1;Undirected
HARRY OSBORN / GREEN GOBLIN;DONALD MENKEN;1;Undirected
HARRY OSBORN / GREEN GOBLIN;AUNT MAY;1;Undirected
HARRY OSBORN / GREEN GOBLIN;YOUNG PETER PARKER;1;Undirected
HARRY OSBORN / GREEN GOBLIN;FELICIA HARDY;1;Undirected
HARRY OSBORN / GREEN GOBLIN;DR. ASHLEY KAFKA;1;Undirected
HARRY OSBORN / GREEN GOBLIN;NORMAN OSBORN;1;Undirected
HARRY OSBORN / GREEN GOBLIN;ALLISTAR SMYTHE;1;Undirected
HARRY OSBORN / GREEN GOBLIN;CAPTAIN STACY;1;Undirected
HARRY OSBORN / GREEN GOBLIN;HELEN STACY;1;Undirected
HARRY OSBORN / GREEN GOBLIN;PHILIP STACY;1;Undirected
HARRY OSBORN / GREEN GOBLIN;HOWARD STACY;1;Undirected
HARRY OSBORN / GREEN GOBLIN;SIMON STACY;1;Undirected
HARRY OSBORN / GREEN GOBLIN;GRADUATION GUEST;1;Undirected
HARRY OSBORN / GREEN GOBLIN;GUSTAV FIERS / THE GENTLEMAN;1;Undirected
HARRY OSBORN / GREEN GOBLIN;WOMAN IN STATUE OF LIBERTY COSTUME;1;Undirected
HARRY OSBORN / GREEN GOBLIN;DR. JALLINGS - SCIENCE INVESTIGATOR;1;Undirected
HARRY OSBORN / GREEN GOBLIN;MAN IN BLACK SUIT;1;Undirected
HARRY OSBORN / GREEN GOBLIN;KARI;1;Undirected
HARRY OSBORN / GREEN GOBLIN;AGENT BERKLEY;1;Undirected
HARRY OSBORN / GREEN GOBLIN;UNCLE BEN;1;Undirected
HARRY OSBORN / GREEN GOBLIN;SWAT TEAM LEADER;1;Undirected
HARRY OSBORN / GREEN GOBLIN;JORGE;1;Undirected
HARRY OSBORN / GREEN GOBLIN;G-5 CO-PILOT;1;Undirected
HARRY OSBORN / GREEN GOBLIN;GWEN'S CABBIE;1;Undirected
HARRY OSBORN / GREEN GOBLIN;BRITISH DESK ATTENDANT;1;Undirected
HARRY OSBORN / GREEN GOBLIN;PRINCIPAL CONWAY;1;Undirected
HARRY OSBORN / GREEN GOBLIN;TIMES SQUARE COP;1;Undirected
HARRY OSBORN / GREEN GOBLIN;LEAD OFFICER;1;Undirected
HARRY OSBORN / GREEN GOBLIN;POLICE CAPTAIN;1;Undirected
HARRY OSBORN / GREEN GOBLIN;BODEGA CASHIER;1;Undirected
HARRY OSBORN / GREEN GOBLIN;ROBBER;1;Undirected
HARRY OSBORN / GREEN GOBLIN;AIR TRAFFIC CONTROLLER;1;Undirected
HARRY OSBORN / GREEN GOBLIN;DISPATCHER;1;Undirected
HARRY OSBORN / GREEN GOBLIN;OSBORN BUTLER;1;Undirected
HARRY OSBORN / GREEN GOBLIN;PILOT;1;Undirected
HARRY OSBORN / GREEN GOBLIN;JORGE'S MOTHER;1;Undirected
HARRY OSBORN / GREEN GOBLIN;NY1 NEWS ANCHOR;1;Undirected
HARRY OSBORN / GREEN GOBLIN;NY1 REPORTER;1;Undirected
HARRY OSBORN / GREEN GOBLIN;CHINESE GRANDPA;1;Undirected
HARRY OSBORN / GREEN GOBLIN;ARMED ROBBER;1;Undirected
HARRY OSBORN / GREEN GOBLIN;RAVENCROFT GUARD;1;Undirected
HARRY OSBORN / GREEN GOBLIN;BULLY;1;Undirected
HARRY OSBORN / GREEN GOBLIN;DOCTOR;1;Undirected
HARRY OSBORN / GREEN GOBLIN;OSCORP DEPARTMENT HEAD;1;Undirected
HARRY OSBORN / GREEN GOBLIN;TIMES SQUARE BYSTANDER;1;Undirected
HARRY OSBORN / GREEN GOBLIN;CORPORATE LAWYER;1;Undirected
RICHARD PARKER;DONALD MENKEN;1;Undirected
RICHARD PARKER;YOUNG PETER PARKER;1;Undirected
RICHARD PARKER;FELICIA HARDY;1;Undirected
RICHARD PARKER;DR. ASHLEY KAFKA;1;Undirected
RICHARD PARKER;NORMAN OSBORN;1;Undirected
RICHARD PARKER;ALLISTAR SMYTHE;1;Undirected
RICHARD PARKER;GRADUATION GUEST;1;Undirected
RICHARD PARKER;GUSTAV FIERS / THE GENTLEMAN;1;Undirected
RICHARD PARKER;WOMAN IN STATUE OF LIBERTY COSTUME;1;Undirected
RICHARD PARKER;DR. JALLINGS - SCIENCE INVESTIGATOR;1;Undirected
RICHARD PARKER;MAN IN BLACK SUIT;1;Undirected
RICHARD PARKER;KARI;1;Undirected
RICHARD PARKER;AGENT BERKLEY;1;Undirected
RICHARD PARKER;SWAT TEAM LEADER;1;Undirected
RICHARD PARKER;JORGE;1;Undirected
RICHARD PARKER;G-5 CO-PILOT;1;Undirected
RICHARD PARKER;GWEN'S CABBIE;1;Undirected
RICHARD PARKER;BRITISH DESK ATTENDANT;1;Undirected
RICHARD PARKER;PRINCIPAL CONWAY;1;Undirected
RICHARD PARKER;TIMES SQUARE COP;1;Undirected
RICHARD PARKER;LEAD OFFICER;1;Undirected
RICHARD PARKER;POLICE CAPTAIN;1;Undirected
RICHARD PARKER;BODEGA CASHIER;1;Undirected
RICHARD PARKER;ROBBER;1;Undirected
RICHARD PARKER;AIR TRAFFIC CONTROLLER;1;Undirected
RICHARD PARKER;DISPATCHER;1;Undirected
RICHARD PARKER;OSBORN BUTLER;1;Undirected
RICHARD PARKER;PILOT;1;Undirected
RICHARD PARKER;JORGE'S MOTHER;1;Undirected
RICHARD PARKER;NY1 NEWS ANCHOR;1;Undirected
RICHARD PARKER;NY1 REPORTER;1;Undirected
RICHARD PARKER;CHINESE GRANDPA;1;Undirected
RICHARD PARKER;ARMED ROBBER;1;Undirected
RICHARD PARKER;RAVENCROFT GUARD;1;Undirected
RICHARD PARKER;BULLY;1;Undirected
RICHARD PARKER;DOCTOR;1;Undirected
RICHARD PARKER;OSCORP DEPARTMENT HEAD;1;Undirected
RICHARD PARKER;TIMES SQUARE BYSTANDER;1;Undirected
RICHARD PARKER;CORPORATE LAWYER;1;Undirected
MARY PARKER;DONALD MENKEN;1;Undirected
MARY PARKER;YOUNG PETER PARKER;1;Undirected
MARY PARKER;FELICIA HARDY;1;Undirected
MARY PARKER;DR. ASHLEY KAFKA;1;Undirected
MARY PARKER;NORMAN OSBORN;1;Undirected
MARY PARKER;ALLISTAR SMYTHE;1;Undirected
MARY PARKER;GRADUATION GUEST;1;Undirected
MARY PARKER;GUSTAV FIERS / THE GENTLEMAN;1;Undirected
MARY PARKER;WOMAN IN STATUE OF LIBERTY COSTUME;1;Undirected
MARY PARKER;DR. JALLINGS - SCIENCE INVESTIGATOR;1;Undirected
MARY PARKER;MAN IN BLACK SUIT;1;Undirected
MARY PARKER;KARI;1;Undirected
MARY PARKER;AGENT BERKLEY;1;Undirected
MARY PARKER;SWAT TEAM LEADER;1;Undirected
MARY PARKER;JORGE;1;Undirected
MARY PARKER;G-5 CO-PILOT;1;Undirected
MARY PARKER;GWEN'S CABBIE;1;Undirected
MARY PARKER;BRITISH DESK ATTENDANT;1;Undirected
MARY PARKER;PRINCIPAL CONWAY;1;Undirected
MARY PARKER;TIMES SQUARE COP;1;Undirected
MARY PARKER;LEAD OFFICER;1;Undirected
MARY PARKER;POLICE CAPTAIN;1;Undirected
MARY PARKER;BODEGA CASHIER;1;Undirected
MARY PARKER;ROBBER;1;Undirected
MARY PARKER;AIR TRAFFIC CONTROLLER;1;Undirected
MARY PARKER;DISPATCHER;1;Undirected
MARY PARKER;OSBORN BUTLER;1;Undirected
MARY PARKER;PILOT;1;Undirected
MARY PARKER;JORGE'S MOTHER;1;Undirected
MARY PARKER;NY1 NEWS ANCHOR;1;Undirected
MARY PARKER;NY1 REPORTER;1;Undirected
MARY PARKER;CHINESE GRANDPA;1;Undirected
MARY PARKER;ARMED ROBBER;1;Undirected
MARY PARKER;RAVENCROFT GUARD;1;Undirected
MARY PARKER;BULLY;1;Undirected
MARY PARKER;DOCTOR;1;Undirected
MARY PARKER;OSCORP DEPARTMENT HEAD;1;Undirected
MARY PARKER;TIMES SQUARE BYSTANDER;1;Undirected
MARY PARKER;CORPORATE LAWYER;1;Undirected
DONALD MENKEN;AUNT MAY;1;Undirected
DONALD MENKEN;YOUNG PETER PARKER;1;Undirected
DONALD MENKEN;FELICIA HARDY;1;Undirected
DONALD MENKEN;DR. ASHLEY KAFKA;1;Undirected
DONALD MENKEN;NORMAN OSBORN;1;Undirected
DONALD MENKEN;ALLISTAR SMYTHE;1;Undirected
DONALD MENKEN;CAPTAIN STACY;1;Undirected
DONALD MENKEN;HELEN STACY;1;Undirected
DONALD MENKEN;PHILIP STACY;1;Undirected
DONALD MENKEN;HOWARD STACY;1;Undirected
DONALD MENKEN;SIMON STACY;1;Undirected
DONALD MENKEN;GRADUATION GUEST;1;Undirected
DONALD MENKEN;GUSTAV FIERS / THE GENTLEMAN;1;Undirected
DONALD MENKEN;WOMAN IN STATUE OF LIBERTY COSTUME;1;Undirected
DONALD MENKEN;DR. JALLINGS - SCIENCE INVESTIGATOR;1;Undirected
DONALD MENKEN;MAN IN BLACK SUIT;1;Undirected
DONALD MENKEN;KARI;1;Undirected
DONALD MENKEN;AGENT BERKLEY;1;Undirected
DONALD MENKEN;UNCLE BEN;1;Undirected
DONALD MENKEN;SWAT TEAM LEADER;1;Undirected
DONALD MENKEN;JORGE;1;Undirected
DONALD MENKEN;G-5 CO-PILOT;1;Undirected
DONALD MENKEN;GWEN'S CABBIE;1;Undirected
DONALD MENKEN;BRITISH DESK ATTENDANT;1;Undirected
DONALD MENKEN;PRINCIPAL CONWAY;1;Undirected
DONALD MENKEN;TIMES SQUARE COP;1;Undirected
DONALD MENKEN;LEAD OFFICER;1;Undirected
DONALD MENKEN;POLICE CAPTAIN;1;Undirected
DONALD MENKEN;BODEGA CASHIER;1;Undirected
DONALD MENKEN;ROBBER;1;Undirected
DONALD MENKEN;AIR TRAFFIC CONTROLLER;1;Undirected
DONALD MENKEN;DISPATCHER;1;Undirected
DONALD MENKEN;OSBORN BUTLER;1;Undirected
DONALD MENKEN;PILOT;1;Undirected
DONALD MENKEN;JORGE'S MOTHER;1;Undirected
DONALD MENKEN;NY1 NEWS ANCHOR;1;Undirected
DONALD MENKEN;NY1 REPORTER;1;Undirected
DONALD MENKEN;CHINESE GRANDPA;1;Undirected
DONALD MENKEN;ARMED ROBBER;1;Undirected
DONALD MENKEN;RAVENCROFT GUARD;1;Undirected
DONALD MENKEN;BULLY;1;Undirected
DONALD MENKEN;DOCTOR;1;Undirected
DONALD MENKEN;OSCORP DEPARTMENT HEAD;1;Undirected
DONALD MENKEN;TIMES SQUARE BYSTANDER;1;Undirected
DONALD MENKEN;CORPORATE LAWYER;1;Undirected
AUNT MAY;YOUNG PETER PARKER;1;Undirected
AUNT MAY;FELICIA HARDY;1;Undirected
AUNT MAY;DR. ASHLEY KAFKA;1;Undirected
AUNT MAY;NORMAN OSBORN;1;Undirected
AUNT MAY;ALLISTAR SMYTHE;1;Undirected
AUNT MAY;GRADUATION GUEST;1;Undirected
AUNT MAY;GUSTAV FIERS / THE GENTLEMAN;1;Undirected
AUNT MAY;WOMAN IN STATUE OF LIBERTY COSTUME;1;Undirected
AUNT MAY;DR. JALLINGS - SCIENCE INVESTIGATOR;1;Undirected
AUNT MAY;MAN IN BLACK SUIT;1;Undirected
AUNT MAY;KARI;1;Undirected
AUNT MAY;AGENT BERKLEY;1;Undirected
AUNT MAY;SWAT TEAM LEADER;1;Undirected
AUNT MAY;JORGE;1;Undirected
AUNT MAY;G-5 CO-PILOT;1;Undirected
AUNT MAY;GWEN'S CABBIE;1;Undirected
AUNT MAY;BRITISH DESK ATTENDANT;1;Undirected
AUNT MAY;PRINCIPAL CONWAY;1;Undirected
AUNT MAY;TIMES SQUARE COP;1;Undirected
AUNT MAY;LEAD OFFICER;1;Undirected
AUNT MAY;POLICE CAPTAIN;1;Undirected
AUNT MAY;BODEGA CASHIER;1;Undirected
AUNT MAY;ROBBER;1;Undirected
AUNT MAY;AIR TRAFFIC CONTROLLER;1;Undirected
AUNT MAY;DISPATCHER;1;Undirected
AUNT MAY;OSBORN BUTLER;1;Undirected
AUNT MAY;PILOT;1;Undirected
AUNT MAY;JORGE'S MOTHER;1;Undirected
AUNT MAY;NY1 NEWS ANCHOR;1;Undirected
AUNT MAY;NY1 REPORTER;1;Undirected
AUNT MAY;CHINESE GRANDPA;1;Undirected
AUNT MAY;ARMED ROBBER;1;Undirected
AUNT MAY;RAVENCROFT GUARD;1;Undirected
AUNT MAY;BULLY;1;Undirected
AUNT MAY;DOCTOR;1;Undirected
AUNT MAY;OSCORP DEPARTMENT HEAD;1;Undirected
AUNT MAY;TIMES SQUARE BYSTANDER;1;Undirected
AUNT MAY;CORPORATE LAWYER;1;Undirected
YOUNG PETER PARKER;FELICIA HARDY;1;Undirected
YOUNG PETER PARKER;DR. ASHLEY KAFKA;1;Undirected
YOUNG PETER PARKER;NORMAN OSBORN;1;Undirected
YOUNG PETER PARKER;ALLISTAR SMYTHE;1;Undirected
YOUNG PETER PARKER;CAPTAIN STACY;1;Undirected
YOUNG PETER PARKER;HELEN STACY;1;Undirected
YOUNG PETER PARKER;PHILIP STACY;1;Undirected
YOUNG PETER PARKER;HOWARD STACY;1;Undirected
YOUNG PETER PARKER;SIMON STACY;1;Undirected
YOUNG PETER PARKER;GRADUATION GUEST;1;Undirected
YOUNG PETER PARKER;GUSTAV FIERS / THE GENTLEMAN;1;Undirected
YOUNG PETER PARKER;WOMAN IN STATUE OF LIBERTY COSTUME;1;Undirected
YOUNG PETER PARKER;DR. JALLINGS - SCIENCE INVESTIGATOR;1;Undirected
YOUNG PETER PARKER;MAN IN BLACK SUIT;1;Undirected
YOUNG PETER PARKER;KARI;1;Undirected
YOUNG PETER PARKER;AGENT BERKLEY;1;Undirected
YOUNG PETER PARKER;UNCLE BEN;1;Undirected
YOUNG PETER PARKER;SWAT TEAM LEADER;1;Undirected
YOUNG PETER PARKER;JORGE;1;Undirected
YOUNG PETER PARKER;G-5 CO-PILOT;1;Undirected
YOUNG PETER PARKER;GWEN'S CABBIE;1;Undirected
YOUNG PETER PARKER;BRITISH DESK ATTENDANT;1;Undirected
YOUNG PETER PARKER;PRINCIPAL CONWAY;1;Undirected
YOUNG PETER PARKER;TIMES SQUARE COP;1;Undirected
YOUNG PETER PARKER;LEAD OFFICER;1;Undirected
YOUNG PETER PARKER;POLICE CAPTAIN;1;Undirected
YOUNG PETER PARKER;BODEGA CASHIER;1;Undirected
YOUNG PETER PARKER;ROBBER;1;Undirected
YOUNG PETER PARKER;AIR TRAFFIC CONTROLLER;1;Undirected
YOUNG PETER PARKER;DISPATCHER;1;Undirected
YOUNG PETER PARKER;OSBORN BUTLER;1;Undirected
YOUNG PETER PARKER;PILOT;1;Undirected
YOUNG PETER PARKER;JORGE'S MOTHER;1;Undirected
YOUNG PETER PARKER;NY1 NEWS ANCHOR;1;Undirected
YOUNG PETER PARKER;NY1 REPORTER;1;Undirected
YOUNG PETER PARKER;CHINESE GRANDPA;1;Undirected
YOUNG PETER PARKER;ARMED ROBBER;1;Undirected
YOUNG PETER PARKER;RAVENCROFT GUARD;1;Undirected
YOUNG PETER PARKER;BULLY;1;Undirected
YOUNG PETER PARKER;DOCTOR;1;Undirected
YOUNG PETER PARKER;OSCORP DEPARTMENT HEAD;1;Undirected
YOUNG PETER PARKER;TIMES SQUARE BYSTANDER;1;Undirected
YOUNG PETER PARKER;CORPORATE LAWYER;1;Undirected
FELICIA HARDY;DR. ASHLEY KAFKA;1;Undirected
FELICIA HARDY;NORMAN OSBORN;1;Undirected
FELICIA HARDY;ALLISTAR SMYTHE;1;Undirected
FELICIA HARDY;CAPTAIN STACY;1;Undirected
FELICIA HARDY;HELEN STACY;1;Undirected
FELICIA HARDY;PHILIP STACY;1;Undirected
FELICIA HARDY;HOWARD STACY;1;Undirected
FELICIA HARDY;SIMON STACY;1;Undirected
FELICIA HARDY;GRADUATION GUEST;1;Undirected
FELICIA HARDY;GUSTAV FIERS / THE GENTLEMAN;1;Undirected
FELICIA HARDY;WOMAN IN STATUE OF LIBERTY COSTUME;1;Undirected
FELICIA HARDY;DR. JALLINGS - SCIENCE INVESTIGATOR;1;Undirected
FELICIA HARDY;MAN IN BLACK SUIT;1;Undirected
FELICIA HARDY;KARI;1;Undirected
FELICIA HARDY;AGENT BERKLEY;1;Undirected
FELICIA HARDY;UNCLE BEN;1;Undirected
FELICIA HARDY;SWAT TEAM LEADER;1;Undirected
FELICIA HARDY;JORGE;1;Undirected
FELICIA HARDY;G-5 CO-PILOT;1;Undirected
FELICIA HARDY;GWEN'S CABBIE;1;Undirected
FELICIA HARDY;BRITISH DESK ATTENDANT;1;Undirected
FELICIA HARDY;PRINCIPAL CONWAY;1;Undirected
FELICIA HARDY;TIMES SQUARE COP;1;Undirected
FELICIA HARDY;LEAD OFFICER;1;Undirected
FELICIA HARDY;POLICE CAPTAIN;1;Undirected
FELICIA HARDY;BODEGA CASHIER;1;Undirected
FELICIA HARDY;ROBBER;1;Undirected
FELICIA HARDY;AIR TRAFFIC CONTROLLER;1;Undirected
FELICIA HARDY;DISPATCHER;1;Undirected
FELICIA HARDY;OSBORN BUTLER;1;Undirected
FELICIA HARDY;PILOT;1;Undirected
FELICIA HARDY;JORGE'S MOTHER;1;Undirected
FELICIA HARDY;NY1 NEWS ANCHOR;1;Undirected
FELICIA HARDY;NY1 REPORTER;1;Undirected
FELICIA HARDY;CHINESE GRANDPA;1;Undirected
FELICIA HARDY;ARMED ROBBER;1;Undirected
FELICIA HARDY;RAVENCROFT GUARD;1;Undirected
FELICIA HARDY;BULLY;1;Undirected
FELICIA HARDY;DOCTOR;1;Undirected
FELICIA HARDY;OSCORP DEPARTMENT HEAD;1;Undirected
FELICIA HARDY;TIMES SQUARE BYSTANDER;1;Undirected
FELICIA HARDY;CORPORATE LAWYER;1;Undirected
DR. ASHLEY KAFKA;NORMAN OSBORN;1;Undirected
DR. ASHLEY KAFKA;ALLISTAR SMYTHE;1;Undirected
DR. ASHLEY KAFKA;CAPTAIN STACY;1;Undirected
DR. ASHLEY KAFKA;HELEN STACY;1;Undirected
DR. ASHLEY KAFKA;PHILIP STACY;1;Undirected
DR. ASHLEY KAFKA;HOWARD STACY;1;Undirected
DR. ASHLEY KAFKA;SIMON STACY;1;Undirected
DR. ASHLEY KAFKA;GRADUATION GUEST;1;Undirected
DR. ASHLEY KAFKA;GUSTAV FIERS / THE GENTLEMAN;1;Undirected
DR. ASHLEY KAFKA;WOMAN IN STATUE OF LIBERTY COSTUME;1;Undirected
DR. ASHLEY KAFKA;DR. JALLINGS - SCIENCE INVESTIGATOR;1;Undirected
DR. ASHLEY KAFKA;MAN IN BLACK SUIT;1;Undirected
DR. ASHLEY KAFKA;KARI;1;Undirected
DR. ASHLEY KAFKA;AGENT BERKLEY;1;Undirected
DR. ASHLEY KAFKA;UNCLE BEN;1;Undirected
DR. ASHLEY KAFKA;SWAT TEAM LEADER;1;Undirected
DR. ASHLEY KAFKA;JORGE;1;Undirected
DR. ASHLEY KAFKA;G-5 CO-PILOT;1;Undirected
DR. ASHLEY KAFKA;GWEN'S CABBIE;1;Undirected
DR. ASHLEY KAFKA;BRITISH DESK ATTENDANT;1;Undirected
DR. ASHLEY KAFKA;PRINCIPAL CONWAY;1;Undirected
DR. ASHLEY KAFKA;TIMES SQUARE COP;1;Undirected
DR. ASHLEY KAFKA;LEAD OFFICER;1;Undirected
DR. ASHLEY KAFKA;POLICE CAPTAIN;1;Undirected
DR. ASHLEY KAFKA;BODEGA CASHIER;1;Undirected
DR. ASHLEY KAFKA;ROBBER;1;Undirected
DR. ASHLEY KAFKA;AIR TRAFFIC CONTROLLER;1;Undirected
DR. ASHLEY KAFKA;DISPATCHER;1;Undirected
DR. ASHLEY KAFKA;OSBORN BUTLER;1;Undirected
DR. ASHLEY KAFKA;PILOT;1;Undirected
DR. ASHLEY KAFKA;JORGE'S MOTHER;1;Undirected
DR. ASHLEY KAFKA;NY1 NEWS ANCHOR;1;Undirected
DR. ASHLEY KAFKA;NY1 REPORTER;1;Undirected
DR. ASHLEY KAFKA;CHINESE GRANDPA;1;Undirected
DR. ASHLEY KAFKA;ARMED ROBBER;1;Undirected
DR. ASHLEY KAFKA;RAVENCROFT GUARD;1;Undirected
DR. ASHLEY KAFKA;BULLY;1;Undirected
DR. ASHLEY KAFKA;DOCTOR;1;Undirected
DR. ASHLEY KAFKA;OSCORP DEPARTMENT HEAD;1;Undirected
DR. ASHLEY KAFKA;TIMES SQUARE BYSTANDER;1;Undirected
DR. ASHLEY KAFKA;CORPORATE LAWYER;1;Undirected
NORMAN OSBORN;ALLISTAR SMYTHE;1;Undirected
NORMAN OSBORN;CAPTAIN STACY;1;Undirected
NORMAN OSBORN;HELEN STACY;1;Undirected
NORMAN OSBORN;PHILIP STACY;1;Undirected
NORMAN OSBORN;HOWARD STACY;1;Undirected
NORMAN OSBORN;SIMON STACY;1;Undirected
NORMAN OSBORN;GRADUATION GUEST;1;Undirected
NORMAN OSBORN;GUSTAV FIERS / THE GENTLEMAN;1;Undirected
NORMAN OSBORN;WOMAN IN STATUE OF LIBERTY COSTUME;1;Undirected
NORMAN OSBORN;DR. JALLINGS - SCIENCE INVESTIGATOR;1;Undirected
NORMAN OSBORN;MAN IN BLACK SUIT;1;Undirected
NORMAN OSBORN;KARI;1;Undirected
NORMAN OSBORN;AGENT BERKLEY;1;Undirected
NORMAN OSBORN;UNCLE BEN;1;Undirected
NORMAN OSBORN;SWAT TEAM LEADER;1;Undirected
NORMAN OSBORN;JORGE;1;Undirected
NORMAN OSBORN;G-5 CO-PILOT;1;Undirected
NORMAN OSBORN;GWEN'S CABBIE;1;Undirected
NORMAN OSBORN;BRITISH DESK ATTENDANT;1;Undirected
NORMAN OSBORN;PRINCIPAL CONWAY;1;Undirected
NORMAN OSBORN;TIMES SQUARE COP;1;Undirected
NORMAN OSBORN;LEAD OFFICER;1;Undirected
NORMAN OSBORN;POLICE CAPTAIN;1;Undirected
NORMAN OSBORN;BODEGA CASHIER;1;Undirected
NORMAN OSBORN;ROBBER;1;Undirected
NORMAN OSBORN;AIR TRAFFIC CONTROLLER;1;Undirected
NORMAN OSBORN;DISPATCHER;1;Undirected
NORMAN OSBORN;OSBORN BUTLER;1;Undirected
